2026-03-04 19:32:41 | main         | INFO    | Лог-файл: C:\Users\oleg\Documents\GitHub\Magint_cli\magnit_delivery\logs\magnit_2026-03-04_193241.log
2026-03-04 19:32:41 | main         | INFO    | Конфигурация загружена из C:\Users\oleg\Documents\GitHub\Magint_cli\magnit_delivery\config.json
2026-03-04 19:32:41 | magnit_api   | INFO    | Запрос OAuth-токена: POST https://b2b-api.magnit.ru/api/v2/oauth/token
2026-03-04 19:32:41 | magnit_api   | DEBUG   | Payload: client_id=a3fc5459-781c-47e8-b9c9-b9d6622053ae, scope=openid magnit-post:orders magnit-post:pickup-points, grant_type=client_credentials
2026-03-04 19:32:42 | magnit_api   | INFO    | Ответ авторизации: 200 (0.98 сек)
2026-03-04 19:32:42 | magnit_api   | DEBUG   | Тело ответа: {"access_token":"eyJhbGciOiJSUzI1NiIsImtpZCI6IjdhYmU1NjNkLThhZTItNDZlYS1iOWEyLTRhNTdkMjk0YjczZSIsInR5cCI6IkpXVCJ9.eyJhdWQiOltdLCJjbGllbnRfaWQiOiJhM2ZjNTQ1OS03ODFjLTQ3ZTgtYjljOS1iOWQ2NjIyMDUzYWUiLCJleHAiOjE3NzI2NTI3NjEsImV4dCI6eyJwYXJ0bmVyX2lkIjoiMjA3ZGI3YmMtNWRiYS00NzUxLTkwYWMtMzA3M2U3ZDNhZmVlIn0sImlhdCI6MTc3MjY0OTE2MSwiaXNzIjoicGFydG5lci1iMmItYXV0aCIsImp0aSI6IjM2YzRkMWIxLTg0YWItNGY4YS1hM2VkLWQ1YzgzZmQwMjIwYyIsInBhcnRuZXJfaWQiOiIyMDdkYjdiYy01ZGJhLTQ3NTEtOTBhYy0zMDczZTdkM2FmZWUiLCJzY3AiOlsib3Blbm
2026-03-04 19:32:42 | magnit_api   | INFO    | Токен получен, действителен 3599 сек
2026-03-04 19:32:42 | magnit_api   | INFO    | Запрос списка складов...
2026-03-04 19:32:42 | magnit_api   | DEBUG   | Используем кешированный токен (истекает через 3599 сек)
2026-03-04 19:32:42 | magnit_api   | INFO    | → GET https://b2b-api.magnit.ru/api/v1/magnit-post/warehouses
2026-03-04 19:32:42 | magnit_api   | DEBUG   |   Params: None
2026-03-04 19:32:42 | magnit_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Authorization': 'Bearer eyJhbGc***'}
2026-03-04 19:32:42 | magnit_api   | INFO    | ← 200 https://b2b-api.magnit.ru/api/v1/magnit-post/warehouses (0.19 сек)
2026-03-04 19:32:42 | magnit_api   | DEBUG   |   Тело ответа (448 байт): [{"address":"Духовской переулок, 17с11, Москва","coordinates":{"latitude":55.704524,"longitude":37.61538},"warehouse_id":"42769f97-fd27-41c5-be86-a8bd3a9b0bed","warehouse_name":"Москва"},{"address":"Витебский проспект, 11литЗ, Санкт-Петербург","coordinates":{"latitude":59.8764,"longitude":30.348432},"warehouse_id":"b91366cf-e031-49f9-b875-1d3e0b20983b","warehouse_name":"СПБ"}]

2026-03-04 19:32:42 | magnit_api   | INFO    | Получено складов: 2
2026-03-04 19:32:42 | magnit_api   | DEBUG   |   Склад: 42769f97-fd27-41c5-be86-a8bd3a9b0bed — Москва (Духовской переулок, 17с11, Москва)
2026-03-04 19:32:42 | magnit_api   | DEBUG   |   Склад: b91366cf-e031-49f9-b875-1d3e0b20983b — СПБ (Витебский проспект, 11литЗ, Санкт-Петербург)
2026-03-04 19:32:46 | main         | INFO    | Выбран склад: 42769f97-fd27-41c5-be86-a8bd3a9b0bed (Москва) — Духовской переулок, 17с11, Москва
2026-03-04 19:32:46 | main         | INFO    | Определяем город отправки из адреса склада: Духовской переулок, 17с11, Москва
2026-03-04 19:32:46 | dadata_api   | INFO    | Свободный поиск адреса: 'Духовской переулок, 17с11, Москва'
2026-03-04 19:32:46 | dadata_api   | INFO    | → POST https://suggestions.dadata.ru/suggestions/api/4_1/rs/suggest/address
2026-03-04 19:32:46 | dadata_api   | DEBUG   |   Body: {"query": "Духовской переулок, 17с11, Москва", "count": 1}
2026-03-04 19:32:46 | dadata_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Content-Type': 'application/json', 'Authorization': 'Token ***', 'X-Secret': '41bd32***'}
2026-03-04 19:32:47 | dadata_api   | INFO    | ← 200 DaData (0.64 сек)
2026-03-04 19:32:47 | dadata_api   | DEBUG   |   Ответ (2650 байт): {"suggestions":[{"value":"г Москва, Духовской пер, д 17 стр 11","unrestricted_value":"115191, г Москва, Донской р-н, Духовской пер, д 17 стр 11","data":{"postal_code":"115191","country":"Россия","country_iso_code":"RU","federal_district":"Центральный","region_fias_id":"0c5b2444-70a0-4932-980c-b4dc0d3f02b5","region_kladr_id":"7700000000000","region_iso_code":"RU-MOW","region_with_type":"г Москва","region_type":"г","region_type_full":"город","region":"Москва","area_fias_id":null,"area_kladr_id":null,"area_with_type":null,"area_type":null,"area_type_full":null,"area":null,"city_fias_id":"0c5b2444-70a0-4932-980c-b4dc0d3f02b5","city_kladr_id":"7700000000000","city_with_type":"г Москва","city_type":"г","city_type_full":"город","city":"Москва","city_area":"Южный","city_district_fias_id":null,"city_district_kladr_id":null,"city_district_with_type":"Донской р-н","city_district_type":"р-н","city_district_type_full":"район","city_district":"Донской","settlement_fias_id":null,"settlement_kladr_id":null,"settlement_with_type":null,"settlement_type":null,"settlement_type_full":null,"settlement":null,"street_fias_id":"682a0279-76a5-4133-9042-d780f1ffa189","street_kladr_id":"77000000000125300","street_with_type":"Духовской пер","street_type":"пер","street_type_full":"переулок","street":"Духовской","stead_fias_id":null,"stead_cadnum":null,"stead_type":null,"stead_type_full":null,"stead":null,"house_fias_id":"083050fc-3531-4dd1-b2c9-daf0b6c88f70","house_kladr_id":"7700000000012530023","house_cadnum":null,"house_flat_count":null,"house_type":"д","house_type_full":"дом","house":"17","block_type":"стр","block_type_full":"строение","block":"11","entrance":null,"floor":null,"flat_fias_id":null,"flat_cadnum":null,"flat_type":null,"flat_type_full":null,"flat":null,"flat_area":null,"square_meter_price":null,"flat_price":null,"room_fias_id":null,"room_cadnum":null,"room_type":null,"room_type_full":null,"room":null,"postal_box":null,"fias_id":"083050fc-3531-4dd1-b2c9-daf0b6c88f70","fias_code":
2026-03-04 19:32:47 | dadata_api   | INFO    |   Получено вариантов: 1
2026-03-04 19:32:47 | main         | INFO    | Город отправки определён: Москва
2026-03-04 19:32:52 | dadata_api   | INFO    | Поиск города: 'Магадан'
2026-03-04 19:32:52 | dadata_api   | INFO    | → POST https://suggestions.dadata.ru/suggestions/api/4_1/rs/suggest/address
2026-03-04 19:32:52 | dadata_api   | DEBUG   |   Body: {"query": "Магадан", "count": 15, "from_bound": {"value": "city"}, "to_bound": {"value": "city"}}
2026-03-04 19:32:52 | dadata_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Content-Type': 'application/json', 'Authorization': 'Token ***', 'X-Secret': '41bd32***'}
2026-03-04 19:32:52 | dadata_api   | INFO    | ← 200 DaData (0.09 сек)
2026-03-04 19:32:52 | dadata_api   | DEBUG   |   Ответ (2391 байт): {"suggestions":[{"value":"г Магадан","unrestricted_value":"685000, Магаданская обл, г Магадан","data":{"postal_code":"685000","country":"Россия","country_iso_code":"RU","federal_district":"Дальневосточный","region_fias_id":"9c05e812-8679-4710-b8cb-5e8bd43cdf48","region_kladr_id":"4900000000000","region_iso_code":"RU-MAG","region_with_type":"Магаданская обл","region_type":"обл","region_type_full":"область","region":"Магаданская","area_fias_id":null,"area_kladr_id":null,"area_with_type":null,"area_type":null,"area_type_full":null,"area":null,"city_fias_id":"cb8ae35a-93df-4133-b377-50f3698c8b5e","city_kladr_id":"4900000100000","city_with_type":"г Магадан","city_type":"г","city_type_full":"город","city":"Магадан","city_area":null,"city_district_fias_id":null,"city_district_kladr_id":null,"city_district_with_type":null,"city_district_type":null,"city_district_type_full":null,"city_district":null,"settlement_fias_id":null,"settlement_kladr_id":null,"settlement_with_type":null,"settlement_type":null,"settlement_type_full":null,"settlement":null,"street_fias_id":null,"street_kladr_id":null,"street_with_type":null,"street_type":null,"street_type_full":null,"street":null,"stead_fias_id":null,"stead_cadnum":null,"stead_type":null,"stead_type_full":null,"stead":null,"house_fias_id":null,"house_kladr_id":null,"house_cadnum":null,"house_flat_count":null,"house_type":null,"house_type_full":null,"house":null,"block_type":null,"block_type_full":null,"block":null,"entrance":null,"floor":null,"flat_fias_id":null,"flat_cadnum":null,"flat_type":null,"flat_type_full":null,"flat":null,"flat_area":null,"square_meter_price":null,"flat_price":null,"room_fias_id":null,"room_cadnum":null,"room_type":null,"room_type_full":null,"room":null,"postal_box":null,"fias_id":"cb8ae35a-93df-4133-b377-50f3698c8b5e","fias_code":null,"fias_level":"4","fias_actuality_state":"0","kladr_id":"4900000100000","geoname_id":"2123628","capital_marker":"2","okato":"44401000000","oktmo":"44701000001","tax_office":"490
2026-03-04 19:32:52 | dadata_api   | INFO    |   Получено вариантов: 1
2026-03-04 19:32:58 | main         | INFO    | Выбран город доставки: Магадан (ФИАС: cb8ae35a-93df-4133-b377-50f3698c8b5e, регион: Магаданская обл)
2026-03-04 19:33:06 | dadata_api   | INFO    | Поиск улицы: 'якут' (city_fias_id=cb8ae35a-93df-4133-b377-50f3698c8b5e)
2026-03-04 19:33:06 | dadata_api   | INFO    | → POST https://suggestions.dadata.ru/suggestions/api/4_1/rs/suggest/address
2026-03-04 19:33:06 | dadata_api   | DEBUG   |   Body: {"query": "якут", "count": 15, "from_bound": {"value": "street"}, "to_bound": {"value": "street"}, "locations": [{"city_fias_id": "cb8ae35a-93df-4133-b377-50f3698c8b5e"}]}
2026-03-04 19:33:06 | dadata_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Content-Type': 'application/json', 'Authorization': 'Token ***', 'X-Secret': '41bd32***'}
2026-03-04 19:33:06 | dadata_api   | INFO    | ← 200 DaData (0.09 сек)
2026-03-04 19:33:06 | dadata_api   | DEBUG   |   Ответ (2521 байт): {"suggestions":[{"value":"г Магадан, ул Якутская","unrestricted_value":"Магаданская обл, г Магадан, ул Якутская","data":{"postal_code":null,"country":"Россия","country_iso_code":"RU","federal_district":"Дальневосточный","region_fias_id":"9c05e812-8679-4710-b8cb-5e8bd43cdf48","region_kladr_id":"4900000000000","region_iso_code":"RU-MAG","region_with_type":"Магаданская обл","region_type":"обл","region_type_full":"область","region":"Магаданская","area_fias_id":null,"area_kladr_id":null,"area_with_type":null,"area_type":null,"area_type_full":null,"area":null,"city_fias_id":"cb8ae35a-93df-4133-b377-50f3698c8b5e","city_kladr_id":"4900000100000","city_with_type":"г Магадан","city_type":"г","city_type_full":"город","city":"Магадан","city_area":null,"city_district_fias_id":null,"city_district_kladr_id":null,"city_district_with_type":null,"city_district_type":null,"city_district_type_full":null,"city_district":null,"settlement_fias_id":null,"settlement_kladr_id":null,"settlement_with_type":null,"settlement_type":null,"settlement_type_full":null,"settlement":null,"street_fias_id":"7293a2b1-2459-4bcc-8476-e4054faebb1b","street_kladr_id":"49000001000007000","street_with_type":"ул Якутская","street_type":"ул","street_type_full":"улица","street":"Якутская","stead_fias_id":null,"stead_cadnum":null,"stead_type":null,"stead_type_full":null,"stead":null,"house_fias_id":null,"house_kladr_id":null,"house_cadnum":null,"house_flat_count":null,"house_type":null,"house_type_full":null,"house":null,"block_type":null,"block_type_full":null,"block":null,"entrance":null,"floor":null,"flat_fias_id":null,"flat_cadnum":null,"flat_type":null,"flat_type_full":null,"flat":null,"flat_area":null,"square_meter_price":null,"flat_price":null,"room_fias_id":null,"room_cadnum":null,"room_type":null,"room_type_full":null,"room":null,"postal_box":null,"fias_id":"7293a2b1-2459-4bcc-8476-e4054faebb1b","fias_code":null,"fias_level":"7","fias_actuality_state":"0","kladr_id":"49000001000007000","geoname_id":"212362
2026-03-04 19:33:06 | dadata_api   | INFO    |   Получено вариантов: 1
2026-03-04 19:33:10 | main         | INFO    | Выбрана улица: ул Якутская (ФИАС: 7293a2b1-2459-4bcc-8476-e4054faebb1b)
2026-03-04 19:33:12 | dadata_api   | INFO    | Поиск дома: '1' (street_fias_id=7293a2b1-2459-4bcc-8476-e4054faebb1b)
2026-03-04 19:33:12 | dadata_api   | INFO    | → POST https://suggestions.dadata.ru/suggestions/api/4_1/rs/suggest/address
2026-03-04 19:33:12 | dadata_api   | DEBUG   |   Body: {"query": "1", "count": 15, "from_bound": {"value": "house"}, "to_bound": {"value": "house"}, "locations": [{"street_fias_id": "7293a2b1-2459-4bcc-8476-e4054faebb1b"}]}
2026-03-04 19:33:12 | dadata_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Content-Type': 'application/json', 'Authorization': 'Token ***', 'X-Secret': '41bd32***'}
2026-03-04 19:33:12 | dadata_api   | INFO    | ← 200 DaData (0.11 сек)
2026-03-04 19:33:12 | dadata_api   | DEBUG   |   Ответ (38846 байт): {"suggestions":[{"value":"г Магадан, ул Якутская, д 1","unrestricted_value":"685000, Магаданская обл, г Магадан, ул Якутская, д 1","data":{"postal_code":"685000","country":"Россия","country_iso_code":"RU","federal_district":"Дальневосточный","region_fias_id":"9c05e812-8679-4710-b8cb-5e8bd43cdf48","region_kladr_id":"4900000000000","region_iso_code":"RU-MAG","region_with_type":"Магаданская обл","region_type":"обл","region_type_full":"область","region":"Магаданская","area_fias_id":null,"area_kladr_id":null,"area_with_type":null,"area_type":null,"area_type_full":null,"area":null,"city_fias_id":"cb8ae35a-93df-4133-b377-50f3698c8b5e","city_kladr_id":"4900000100000","city_with_type":"г Магадан","city_type":"г","city_type_full":"город","city":"Магадан","city_area":null,"city_district_fias_id":null,"city_district_kladr_id":null,"city_district_with_type":null,"city_district_type":null,"city_district_type_full":null,"city_district":null,"settlement_fias_id":null,"settlement_kladr_id":null,"settlement_with_type":null,"settlement_type":null,"settlement_type_full":null,"settlement":null,"street_fias_id":"7293a2b1-2459-4bcc-8476-e4054faebb1b","street_kladr_id":"49000001000007000","street_with_type":"ул Якутская","street_type":"ул","street_type_full":"улица","street":"Якутская","stead_fias_id":null,"stead_cadnum":null,"stead_type":null,"stead_type_full":null,"stead":null,"house_fias_id":null,"house_kladr_id":null,"house_cadnum":null,"house_flat_count":null,"house_type":"д","house_type_full":"дом","house":"1","block_type":null,"block_type_full":null,"block":null,"entrance":null,"floor":null,"flat_fias_id":null,"flat_cadnum":null,"flat_type":null,"flat_type_full":null,"flat":null,"flat_area":null,"square_meter_price":null,"flat_price":null,"room_fias_id":null,"room_cadnum":null,"room_type":null,"room_type_full":null,"room":null,"postal_box":null,"fias_id":"7293a2b1-2459-4bcc-8476-e4054faebb1b","fias_code":null,"fias_level":"7","fias_actuality_state":"0","kladr_id":"49000001000007000"
2026-03-04 19:33:12 | dadata_api   | INFO    |   Получено вариантов: 15
2026-03-04 19:33:13 | main         | INFO    | Адрес клиента: г Магадан, ул Якутская, д 1 (lat=59.5615109, lon=150.8217407)
2026-03-04 19:33:16 | main         | INFO    | Способ оплаты: already_paid
2026-03-04 19:33:16 | pvz_cache    | DEBUG   | Файл кэша не найден: C:\Users\oleg\Documents\GitHub\Magint_cli\magnit_delivery\cache\pvz_all.json
2026-03-04 19:33:16 | pvz_cache    | INFO    | Загрузка всех ПВЗ из API Magnit...
2026-03-04 19:33:16 | magnit_api   | DEBUG   | Используем кешированный токен (истекает через 3565 сек)
2026-03-04 19:33:16 | magnit_api   | INFO    | → GET https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points
2026-03-04 19:33:16 | magnit_api   | DEBUG   |   Params: {'page': 1, 'size': 1000}
2026-03-04 19:33:16 | magnit_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Authorization': 'Bearer eyJhbGc***'}
2026-03-04 19:33:17 | magnit_api   | INFO    | ← 200 https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points (0.86 сек)
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Тело ответа (627454 байт): {"pager":{"currentPage":1,"pageSize":1000,"totalItems":4610,"totalPages":5},"pickupPoints":[{"address":"г. Казань, ул. Волгоградская, д. 3 (ПВЗ KazanExpress)","city":"Казань","coordinates":{"latitude":55.829411,"longitude":49.084711},"index":"420080","key":"1030","name":"КЗН-4","region":"Республика Татарстан","type":"UNKNOWN","workHours":[{"day":"MON","from":"10:00","till":"21:00"},{"day":"TUE","from":"10:00","till":"21:00"},{"day":"WED","from":"10:00","till":"21:00"},{"day":"THU","from":"10:00","till":"21:00"},{"day":"FRI","from":"10:00","till":"21:00"},{"day":"SAT","from":"10:00","till":"21:00"},{"day":"SUN","from":"10:00","till":"21:00"}]},{"address":"г. Казань, ул. Ленинградская, д. 23 (ПВЗ Магнит Маркет)","city":"Казань","coordinates":{"latitude":55.862095,"longitude":49.084872},"index":"420127","key":"1031","name":"КЗН-5","region":"Республика Татарстан","type":"UNKNOWN","workHours":[{"day":"MON","from":"10:00","till":"21:00"},{"day":"TUE","from":"10:00","till":"21:00"},{"day":"WED","from":"10:00","till":"21:00"},{"day":"THU","from":"10:00","till":"21:00"},{"day":"FRI","from":"10:00","till":"21:00"},{"day":"SAT","from":"10:00","till":"21:00"},{"day":"SUN","from":"10:00","till":"21:00"}]},{"address":"г. Октябрьский, ул. Горького, д. 28 (ПВЗ KazanExpress)","city":"Октябрьский","coordinates":{"latitude":54.48511,"longitude":53.463207},"index":"452614","key":"1032","name":"ОКТБ-1","region":"Республика Башкортостан","type":"UNKNOWN","workHours":[{"day":"MON","from":"10:00","till":"20:00"},{"day":"TUE","from":"10:00","till":"20:00"},{"day":"WED","from":"10:00","till":"20:00"},{"day":"THU","from":"10:00","till":"20:00"},{"day":"FRI","from":"10:00","till":"20:00"},{"day":"SAT","from":"10:00","till":"20:00"},{"day":"SUN","from":"10:00","till":"20:00"}]},{"address":"г. Ижевск, ул. Красноармейская, д. 126, корп. 9  (ПВЗ Магнит Маркет)","city":"Ижевск","coordinates":{"latitude":56.837969,"longitude":53.212464},"index":"426008","key":"1033","name":"ИЖВ-2","region":"Республи
2026-03-04 19:33:17 | pvz_cache    | INFO    |   Страница 1: получено 1000 ПВЗ (всего 1000)
2026-03-04 19:33:17 | magnit_api   | DEBUG   | Используем кешированный токен (истекает через 3564 сек)
2026-03-04 19:33:17 | magnit_api   | INFO    | → GET https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Params: {'page': 2, 'size': 1000}
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Authorization': 'Bearer eyJhbGc***'}
2026-03-04 19:33:17 | magnit_api   | INFO    | ← 200 https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points (0.23 сек)
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Тело ответа (632561 байт): {"pager":{"currentPage":2,"pageSize":1000,"totalItems":4610,"totalPages":5},"pickupPoints":[{"address":"г. Москва, ул. Вильнюсская, д. 13 (магазин Магнит)","city":"Москва","coordinates":{"latitude":55.598166,"longitude":37.519017},"index":"117574","key":"64239","name":"МСК%266","region":"Москва","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"08:00","till":"23:00"},{"day":"TUE","from":"08:00","till":"23:00"},{"day":"WED","from":"08:00","till":"23:00"},{"day":"THU","from":"08:00","till":"23:00"},{"day":"FRI","from":"08:00","till":"23:00"},{"day":"SAT","from":"08:00","till":"23:00"},{"day":"SUN","from":"08:00","till":"23:00"}]},{"address":"г. Видное, ул. Завидная, д. 10 (магазин Магнит)","city":"Видное","coordinates":{"latitude":55.540482,"longitude":37.720898},"index":"142701","key":"64240","name":"МСК%267","region":"Московская область","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"08:00","till":"23:00"},{"day":"TUE","from":"08:00","till":"23:00"},{"day":"WED","from":"08:00","till":"23:00"},{"day":"THU","from":"08:00","till":"23:00"},{"day":"FRI","from":"08:00","till":"23:00"},{"day":"SAT","from":"08:00","till":"23:00"},{"day":"SUN","from":"08:00","till":"23:00"}]},{"address":"г. Москва, ул. Дубровская 1-я, д. 2Б, корп. 1 (магазин Магнит)","city":"Москва","coordinates":{"latitude":55.729176,"longitude":37.668009},"index":"109044","key":"64241","name":"МСК%268","region":"Москва","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"00:00","till":"23:59"},{"day":"TUE","from":"00:00","till":"23:59"},{"day":"WED","from":"00:00","till":"23:59"},{"day":"THU","from":"00:00","till":"23:59"},{"day":"FRI","from":"00:00","till":"23:59"},{"day":"SAT","from":"00:00","till":"23:59"},{"day":"SUN","from":"00:00","till":"23:59"}]},{"address":"г. Балашиха, ул. Пролетарская, д. 4 мкр. Железнодорожный (магазин Магнит)","city":"Балашиха","coordinates":{"latitude":55.74862,"longitude":38.007064},"index":"143980","key":"64242","name":"МСК%269","region":"Московская область"
2026-03-04 19:33:17 | pvz_cache    | INFO    |   Страница 2: получено 1000 ПВЗ (всего 2000)
2026-03-04 19:33:17 | magnit_api   | DEBUG   | Используем кешированный токен (истекает через 3564 сек)
2026-03-04 19:33:17 | magnit_api   | INFO    | → GET https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Params: {'page': 3, 'size': 1000}
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Authorization': 'Bearer eyJhbGc***'}
2026-03-04 19:33:17 | magnit_api   | INFO    | ← 200 https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points (0.26 сек)
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Тело ответа (632336 байт): {"pager":{"currentPage":3,"pageSize":1000,"totalItems":4610,"totalPages":5},"pickupPoints":[{"address":"г. Мамадыш, ул. Габдуллы Тукая, д. 29г (Магнит Косметик)","city":"Мамадыш","coordinates":{"latitude":55.721859,"longitude":51.407256},"index":"422190","key":"65846","name":"ММД%3","region":"Республика Татарстан","type":"MAGNIT_COSMETICS","workHours":[{"day":"MON","from":"08:30","till":"20:00"},{"day":"TUE","from":"08:30","till":"20:00"},{"day":"WED","from":"08:30","till":"20:00"},{"day":"THU","from":"08:30","till":"20:00"},{"day":"FRI","from":"08:30","till":"20:00"},{"day":"SAT","from":"08:30","till":"20:00"},{"day":"SUN","from":"08:30","till":"20:00"}]},{"address":"г. Екатеринбург, ул. Начдива Онуфриева, д. 24, корп. 1 (магазин Магнит)","city":"Екатеринбург","coordinates":{"latitude":56.802096,"longitude":60.550253},"index":"620149","key":"65848","name":"ЕКБ%50","region":"Свердловская область","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"08:00","till":"23:00"},{"day":"TUE","from":"08:00","till":"23:00"},{"day":"WED","from":"08:00","till":"23:00"},{"day":"THU","from":"08:00","till":"23:00"},{"day":"FRI","from":"08:00","till":"23:00"},{"day":"SAT","from":"08:00","till":"23:00"},{"day":"SUN","from":"08:00","till":"23:00"}]},{"address":"г. Тольятти, ул. Ворошилова, д. 57 (Магнит Косметик)","city":"Тольятти","coordinates":{"latitude":53.523365,"longitude":49.311728},"index":"445039","key":"65850","name":"ТЛТ%67","region":"Самарская область","type":"MAGNIT_COSMETICS","workHours":[{"day":"MON","from":"09:00","till":"21:00"},{"day":"TUE","from":"09:00","till":"21:00"},{"day":"WED","from":"09:00","till":"21:00"},{"day":"THU","from":"09:00","till":"21:00"},{"day":"FRI","from":"09:00","till":"21:00"},{"day":"SAT","from":"09:00","till":"21:00"},{"day":"SUN","from":"09:00","till":"21:00"}]},{"address":"г. Сызрань, ул. Декабристов , д. 390 (Магнит Косметик)","city":"Сызрань","coordinates":{"latitude":53.172978,"longitude":48.530775},"index":"446023","key":"65853","na
2026-03-04 19:33:17 | pvz_cache    | INFO    |   Страница 3: получено 1000 ПВЗ (всего 3000)
2026-03-04 19:33:17 | magnit_api   | DEBUG   | Используем кешированный токен (истекает через 3563 сек)
2026-03-04 19:33:17 | magnit_api   | INFO    | → GET https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Params: {'page': 4, 'size': 1000}
